,Year,Country,Happiness_Rank,Happiness_Score,Average_Happiness_Score,GDP_Capita,Average_GDP_Capita,Family,Average_Family,Life_Expectancy,Average_Life_Expectancy,Freedom,Average_Freedom,Generosity,Average_Generosity,Govt_Corruption,Average_Govt_Corruption,Dystopia_Residual,clusters,cluster
16,2015,Luxembourg,17,6.946,6.935999983,1.56391,1.63767472,1.21963,1.343240733,0.91894,0.903489899,0.61583,0.583831578,0.28034,0.245846196,0.37798,0.337420885,1.96961,0,pink
17,2015,Ireland,18,6.94,6.964400047,1.33596,1.460415328,1.36948,1.445056223,0.89533,0.878932525,0.61777,0.572192068,0.45901,0.388299665,0.28703,0.299791631,1.9757,0,pink
18,2015,Belgium,19,6.937,6.921399959,1.30782,1.375398152,1.28566,1.35749254,0.89667,0.882870374,0.5845,0.538762144,0.2225,0.208880668,0.2254,0.237844626,2.41484,0,pink
19,2015,United Arab Emirates,20,6.901,6.744199953,1.42727,1.645226674,1.12575,1.069860046,0.80925,0.752195647,0.64157,0.538813054,0.26428,0.267826389,0.38583,0.249585913,2.24743,0,pink
20,2015,United Kingdom,21,6.867,6.910000045,1.26637,1.337566788,1.28548,1.367932016,0.90943,0.881735188,0.59625,0.503760007,0.51912,0.424690832,0.32067,0.244017613,1.96994,0,pink
21,2015,Oman,22,6.853,6.853,1.36011,1.36011,1.08182,1.08182,0.76276,0.76276,0.63274,0.63274,0.21542,0.21542,0.32524,0.32524,2.47489,0,pink
22,2015,Venezuela,23,6.81,5.5314,1.04424,1.05246824,1.25596,1.323263519,0.72052,0.683740845,0.42908,0.213709425,0.05841,0.057185926,0.11069,0.071444225,3.19131,0,pink
23,2015,Singapore,24,6.798,6.542800005,1.52186,1.592137534,1.02,1.231078873,1.02525,1.014186479,0.54252,0.553412114,0.31105,0.303215196,0.4921,0.467255557,1.88501,0,pink
24,2015,Panama,25,6.786,6.538000028,1.06353,1.148267687,1.1985,1.28816251,0.79661,0.776023227,0.5421,0.538879367,0.24434,0.186139388,0.0927,0.072982785,2.84848,0,pink
25,2015,Germany,26,6.75,6.929000043,1.32792,1.395342677,1.29937,1.35952607,0.89186,0.870736146,0.61477,0.558588277,0.28214,0.291385834,0.21843,0.265134388,2.11569,0,pink
26,2015,Chile,27,6.67,6.58939999,1.10715,1.173326922,1.12447,1.202872991,0.85857,0.844975941,0.44132,0.396821056,0.33363,0.272048484,0.12869,0.088497596,2.67585,0,pink
27,2015,Qatar,28,6.611,6.4218,1.69042,1.743691137,1.0786,1.169707376,0.79733,0.768731618,0.6404,0.604064197,0.32573,0.291216774,0.52208,0.355973851,1.55674,0,pink
28,2015,France,29,6.575,6.515199982,1.27778,1.344116692,1.26038,1.31824737,0.94579,0.91624117,0.55011,0.488390423,0.12332,0.116736461,0.20646,0.183208486,2.21126,0,pink
29,2015,Argentina,30,6.574,6.459399995,1.05351,1.111035093,1.24823,1.330960229,0.78723,0.760895417,0.44974,0.481619841,0.11451,0.092371412,0.08484,0.064307978,2.836,0,pink
30,2015,Czech Republic,31,6.505,6.654600041,1.17898,1.26856247,1.20643,1.324849043,0.84483,0.827406801,0.46364,0.473753235,0.10686,0.080851352,0.02652,0.034650585,2.67782,0,pink
31,2015,Uruguay,32,6.485,6.431199999,1.06166,1.135557939,1.2089,1.315311574,0.8116,0.782929365,0.60362,0.574978451,0.2324,0.169011386,0.24558,0.188516375,2.32142,0,pink
32,2015,Colombia,33,6.477,6.339999975,0.91861,0.992910465,1.24018,1.302610587,0.69077,0.671677585,0.53466,0.492099483,0.18401,0.137456895,0.0512,0.044971748,2.85737,0,pink
33,2015,Thailand,34,6.455,6.286599957,0.9669,1.050013754,1.26504,1.312320491,0.7385,0.713977806,0.55664,0.565274146,0.5763,0.491676622,0.03187,0.029762547,2.31945,0,pink
34,2015,Saudi Arabia,35,6.411,6.375999973,1.39541,1.439512711,1.08393,1.18137952,0.72025,0.666213666,0.31048,0.417454114,0.13706,0.123449203,0.32524,0.231550451,2.43872,0,pink
35,2015,Spain,36,6.329,6.351399976,1.23011,1.298807573,1.31379,1.39946618,0.95562,0.95010812,0.45951,0.410948246,0.18227,0.168810714,0.06398,0.069852819,2.12367,0,pink
36,2015,Malta,37,6.302,6.53399999,1.2074,1.285699968,1.30203,1.386846333,0.88721,0.879060847,0.60365,0.59027141,0.51752,0.481124115,0.13586,0.151493214,1.6488,0,pink
37,2015,Taiwan,38,6.298,6.391,1.29098,1.3553175,1.07617,1.2171025,0.8753,0.8604875,0.3974,0.3725425,0.25376,0.2254275,0.08129,0.0806475,2.32323,0,pink
38,2015,Kuwait,39,6.295,6.148600004,1.55422,1.55566249,1.16594,1.18464375,0.72492,0.695143142,0.55499,0.505997519,0.16228,0.17184396,0.25609,0.18218791,1.87634,0,pink
39,2015,Suriname,40,6.269,6.269,0.99534,1.0461,0.972,0.87533,0.6082,0.558765,0.59657,0.559455,0.16991,0.16828,0.13633,0.131625,2.79094,0,pink
40,2015,Trinidad and Tobago,41,6.168,6.168000074,1.21183,1.2996353,1.18354,1.18315284,0.61483,0.553631097,0.55884,0.520666914,0.31844,0.321028821,0.0114,0.010924939,2.26882,0,pink
41,2015,El Salvador,42,6.13,6.124199957,0.76454,0.829604899,1.02507,1.097989018,0.67737,0.659477711,0.4035,0.419928506,0.10692,0.086389597,0.11776,0.093974192,3.035,0,pink
42,2015,Guatemala,43,6.123,6.343799999,0.74553,0.806614389,1.04356,1.141467039,0.64425,0.615775998,0.57733,0.550286124,0.27489,0.240091679,0.09472,0.081590656,2.74255,0,pink
43,2015,Uzbekistan,44,6.003,6.046200039,0.63244,0.723758218,1.34043,1.43409983,0.59772,0.591724526,0.65821,0.655987733,0.22837,0.327522729,0.30826,0.267423645,2.23741,0,pink
44,2015,Slovakia,45,5.995,6.10840001,1.16891,1.246006712,1.26999,1.379745848,0.78902,0.772484582,0.31751,0.307047493,0.16893,0.136568896,0.03431,0.02319817,2.24639,0,pink
45,2015,Japan,46,5.987,5.925800015,1.27074,1.337745036,1.25712,1.326999566,0.99111,0.979099174,0.49615,0.493477109,0.10705,0.095572554,0.1806,0.164842147,1.68435,0,pink
46,2015,South Korea,47,5.984,5.885399964,1.24461,1.314553689,0.95774,1.046190888,0.96538,0.948608815,0.33208,0.248936333,0.18557,0.186096873,0.07857,0.065202534,2.21978,0,pink
47,2015,Ecuador,48,5.975,5.991999979,0.86402,0.92778008,0.99903,1.157387763,0.79075,0.753303244,0.48574,0.47952764,0.11541,0.121252493,0.1809,0.141680929,2.53942,0,pink
48,2015,Bahrain,49,5.96,6.113799979,1.32376,1.390482452,1.21624,1.243464092,0.74716,0.725250607,0.45492,0.519083384,0.17362,0.203151697,0.306,0.210752434,1.73797,0,pink
49,2015,Italy,50,5.948,6.022400045,1.25114,1.311831324,1.19777,1.334672656,0.95446,0.92872487,0.26236,0.243816143,0.22823,0.17257193,0.02901,0.028119618,2.02518,0,pink
50,2015,Bolivia,51,5.89,5.813199991,0.68133,0.767261313,0.97841,1.09516381,0.5392,0.53930605,0.57414,0.551896585,0.20536,0.185180145,0.088,0.068787545,2.82334,0,pink
51,2015,Moldova,52,5.889,5.758599964,0.59448,0.671424126,1.01528,1.145485114,0.61826,0.61796304,0.32818,0.25958581,0.20951,0.194051825,0.01615,0.009054257,3.10712,0,pink
52,2015,Paraguay,53,5.878,5.666600006,0.75985,0.855223463,1.30477,1.384032976,0.66098,0.643036139,0.53899,0.505969558,0.3424,0.233102132,0.08242,0.080289183,2.18896,0,pink
53,2015,Kazakhstan,54,5.855,5.838399953,1.12254,1.190505254,1.12241,1.297243803,0.64368,0.63671631,0.51649,0.444628857,0.11827,0.152868885,0.08454,0.106428577,2.24729,2,dark purple
54,2015,Slovenia,55,5.848,5.887999979,1.18498,1.260531191,1.27385,1.362299764,0.87337,0.852941646,0.60855,0.581953162,0.25328,0.211461819,0.03787,0.045469796,1.61583,2,dark purple
55,2015,Lithuania,56,5.833,5.92979999,1.14723,1.23320247,1.25745,1.367415221,0.73128,0.708193988,0.21342,0.255588357,0.02641,0.025164931,0.01031,0.017675129,2.44649,2,dark purple
56,2015,Nicaragua,57,5.828,6.02740002,0.59325,0.677277841,1.14184,1.193653142,0.74314,0.716673192,0.55475,0.486024369,0.27815,0.257110843,0.19317,0.148355596,2.32407,2,dark purple
57,2015,Peru,58,5.824,5.728400031,0.90019,0.965087054,0.97459,1.105782077,0.73017,0.703655223,0.41496,0.444996576,0.14982,0.119381943,0.05989,0.044171817,2.5945,2,dark purple
58,2015,Belarus,59,5.813,5.597999953,1.03192,1.085019512,1.23289,1.338153043,0.73608,0.698766853,0.37938,0.301538052,0.11046,0.120003502,0.1909,0.163556764,2.1309,2,dark purple
59,2015,Poland,60,5.791,5.98080001,1.12555,1.209037573,1.27948,1.331608394,0.77903,0.76681707,0.53122,0.506492422,0.16759,0.139097193,0.04212,0.054085561,1.86565,2,dark purple
60,2015,Malaysia,61,5.77,5.904000022,1.12486,1.209899084,1.07023,1.132825207,0.72394,0.692676886,0.53024,0.437362996,0.33075,0.346619786,0.10501,0.068884142,1.88541,2,dark purple
61,2015,Croatia,62,5.759,5.458600044,1.08254,1.152317247,0.79624,0.959862601,0.78805,0.769115704,0.25883,0.285934459,0.05444,0.145156595,0.0243,0.033684622,2.75414,2,dark purple
62,2015,Libya,63,5.754,5.597000019,1.13145,1.065826613,1.11862,1.215988866,0.7038,0.594601804,0.41668,0.440226646,0.18295,0.150978733,0.11023,0.121246042,2.09066,2,dark purple
63,2015,Russia,64,5.716,5.798599964,1.13764,1.197139619,1.23617,1.337812478,0.66926,0.626303867,0.36679,0.360078622,0.00199,0.045722764,0.03005,0.030974576,2.27394,2,dark purple
64,2015,Jamaica,65,5.709,5.661999974,0.81038,0.855857862,1.15102,1.290791613,0.68741,0.689424477,0.50442,0.495939448,0.2123,0.174313667,0.02299,0.036039556,2.32038,2,dark purple
65,2015,North Cyprus,66,5.695,5.758666648,1.20806,1.28879377,1.07008,1.024881126,0.92356,0.866542413,0.49027,0.465811208,0.26169,0.263918568,0.1428,0.154644451,1.59888,2,dark purple
66,2015,Cyprus,67,5.689,5.732799963,1.20813,1.274927615,0.89318,1.029102655,0.92356,0.91361494,0.40672,0.377180308,0.30638,0.24973886,0.06146,0.046195595,1.88931,2,dark purple
67,2015,Algeria,68,5.605,5.667600043,0.93929,1.012962893,1.07772,1.074205493,0.61766,0.665056929,0.28579,0.178437162,0.07822,0.069219329,0.17383,0.146099222,2.43209,2,dark purple
68,2015,Kosovo,69,5.589,5.606199961,0.80148,0.878282876,0.81198,1.014490701,0.63132,0.60975441,0.24749,0.317747588,0.2831,0.28379029,0.04741,0.039870324,2.76579,2,dark purple
69,2015,Turkmenistan,70,5.548,5.582200005,0.95847,1.047483353,1.22668,1.365799832,0.53886,0.518129216,0.4761,0.415890386,0.16979,0.217676998,0.30844,0.183476068,1.86984,2,dark purple
70,2015,Mauritius,71,5.477,5.706600037,1.00761,1.110145109,0.98521,1.148144198,0.7095,0.698279492,0.56066,0.519071465,0.37744,0.31357675,0.07521,0.055884311,1.76145,2,dark purple
71,2015,Hong Kong,72,5.474,5.448,1.38604,1.434935,1.05818,1.1238475,1.01328,1.0295125,0.59608,0.5102175,0.39478,0.3249375,0.37124,0.3164275,0.65429,2,dark purple
72,2015,Estonia,73,5.429,5.637800012,1.15174,1.237851868,1.22791,1.36324222,0.77361,0.752151663,0.44888,0.478224286,0.0868,0.091784162,0.15184,0.171055784,1.58782,2,dark purple
73,2015,Indonesia,74,5.399,5.252000017,0.82827,0.920969718,1.08708,1.13115494,0.63793,0.561203144,0.46611,0.466160693,0.51535,0.534852918,0,0.012907427,1.86399,2,dark purple
74,2015,Vietnam,75,5.36,5.154599976,0.63216,0.723415515,0.91226,1.138384266,0.74676,0.722699798,0.59444,0.577207118,0.1686,0.19566361,0.10441,0.091920647,2.20173,2,dark purple
75,2015,Turkey,76,5.332,5.4154,1.06098,1.151034875,0.94632,1.180248635,0.73172,0.702101122,0.22815,0.25735612,0.12253,0.081058608,0.15746,0.119122316,2.08528,2,dark purple
76,2015,Kyrgyzstan,77,5.286,5.173400037,0.47428,0.542388015,1.15115,1.270745718,0.65088,0.615165559,0.43477,0.467966678,0.3003,0.338840075,0.04232,0.037475836,2.2327,2,dark purple
77,2015,Nigeria,78,5.268,5.127399976,0.65435,0.715053251,0.90432,1.009614097,0.16007,0.112213146,0.34334,0.380966513,0.27233,0.230293439,0.0403,0.033984313,2.89319,2,dark purple
78,2015,Bhutan,79,5.253,5.124800031,0.77042,0.823507278,1.10395,1.201687303,0.57407,0.539707858,0.53206,0.498467536,0.47998,0.434698909,0.15445,0.165486078,1.63794,2,dark purple
79,2015,Azerbaijan,80,5.212,5.229200041,1.02389,1.073644353,0.93793,1.031750051,0.64045,0.619653155,0.3703,0.380545168,0.07799,0.049131868,0.16065,0.175755501,2.00073,2,dark purple
80,2015,Pakistan,81,5.194,5.344000011,0.59543,0.667894706,0.41411,0.608830138,0.51466,0.455753557,0.12102,0.229891052,0.33671,0.280001204,0.10464,0.115757613,3.10709,2,dark purple
81,2015,Jordan,82,5.192,5.179599993,0.90198,0.909744479,1.05392,1.129033779,0.69639,0.673620012,0.40661,0.40725223,0.11053,0.133064092,0.14293,0.131940654,1.87996,2,dark purple
82,2015,Montenegro,82,5.192,5.291999998,0.97438,1.048377807,0.90557,1.1051353,0.72521,0.725600935,0.1826,0.196939811,0.1614,0.156844205,0.14296,0.103868839,2.10017,2,dark purple
83,2015,China,84,5.14,5.218999953,0.89012,1.003417158,0.94675,1.033679482,0.81658,0.7971211,0.51697,0.509575542,0.08185,0.049449368,0.02781,0.056210855,1.8604,2,dark purple
84,2015,Zambia,85,5.129,4.584399988,0.47038,0.571761356,0.91612,0.93238146,0.29924,0.302761179,0.48827,0.462098698,0.19591,0.218430029,0.12468,0.09733671,2.6343,2,dark purple
85,2015,Romania,86,5.124,5.698399962,1.04345,1.141766782,0.88588,1.043000258,0.7689,0.736215662,0.35068,0.432960748,0.13748,0.114177984,0.00649,0.00473358,1.93129,2,dark purple
86,2015,Serbia,87,5.123,5.339199996,0.92053,1.000643516,1.00964,1.166623959,0.74836,0.716788934,0.20107,0.227393106,0.19231,0.178161177,0.02617,0.038492756,2.025,2,dark purple
87,2015,Portugal,88,5.102,5.304600034,1.15991,1.232031059,1.13935,1.262012604,0.87519,0.869532708,0.51469,0.50608506,0.13719,0.090240543,0.01078,0.01677189,1.26462,2,dark purple
88,2015,Latvia,89,5.098,5.676199981,1.11312,1.185349725,1.09562,1.273916988,0.72437,0.697091394,0.29671,0.305875582,0.18226,0.135356957,0.06332,0.071212545,1.62215,2,dark purple
89,2015,Philippines,90,5.073,5.387399966,0.70532,0.791437843,1.03516,1.154569515,0.58114,0.537901811,0.62545,0.592040935,0.24991,0.179432685,0.12279,0.110338379,1.7536,2,dark purple
90,2015,Somaliland region,91,5.057,5.057,0.18847,0.18847,0.95152,0.95152,0.43873,0.43873,0.46582,0.46582,0.50318,0.50318,0.39928,0.39928,2.11032,2,dark purple
91,2015,Morocco,92,5.013,5.172200027,0.73479,0.806696916,0.64095,0.676152887,0.60954,0.650592134,0.41691,0.391905666,0.07172,0.041291991,0.08546,0.081452637,2.45373,2,dark purple
92,2015,Macedonia,93,5.007,5.122000048,0.91851,0.990346984,1.00232,1.057893254,0.73545,0.679694546,0.33457,0.332788995,0.22359,0.221355241,0.05327,0.059004449,1.73933,2,dark purple
93,2015,Mozambique,94,4.971,4.601000048,0.08308,0.179846413,1.02626,0.946240254,0.09131,0.190241109,0.34037,0.461540273,0.22269,0.236979526,0.15603,0.157866597,3.05137,2,dark purple
94,2015,Albania,95,4.959,4.712600011,0.87867,0.938632551,0.80434,0.75493105,0.81325,0.787695949,0.35733,0.371897727,0.14272,0.167886589,0.06413,0.043200843,1.89894,2,dark purple
95,2015,Bosnia and Herzegovina,96,4.949,5.161800032,0.83223,0.921693884,0.91916,0.984433188,0.79081,0.761331261,0.09245,0.176792635,0.24808,0.270967499,0.00227,0.001654,2.06367,2,dark purple
96,2015,Lesotho,97,4.898,4.079000022,0.37545,0.464367812,1.04103,1.153781297,0.07612,0.08078,0.31767,0.372582825,0.16388,0.136094318,0.12504,0.11228366,2.79832,2,dark purple
97,2015,Dominican Republic,98,4.885,5.199400004,0.89537,0.999922767,1.17202,1.282279341,0.66825,0.642562749,0.57672,0.545379967,0.21684,0.16993357,0.14234,0.117401051,1.21305,2,dark purple
98,2015,Laos,99,4.876,4.79275,0.59066,0.68877,0.73803,0.8379325,0.54909,0.481,0.59591,0.5726475,0.42192,0.3371775,0.24249,0.20118,1.73799,2,dark purple
99,2015,Mongolia,100,4.874,5.029199985,0.82819,0.941191173,1.3006,1.386288247,0.60268,0.591430697,0.43626,0.380424794,0.3323,0.300830846,0.02666,0.032482458,1.34759,2,dark purple
100,2015,Swaziland,101,4.867,4.5395,0.71206,0.76153,1.07284,1.11092,0.07566,0.03783,0.30658,0.30979,0.18259,0.128295,0.0306,0.0828,2.48676,2,dark purple
101,2015,Greece,102,4.857,5.152400047,1.15406,1.205481496,0.92933,1.056294915,0.88213,0.874123781,0.07699,0.08578825,0,0,0.01397,0.035305955,1.80101,2,dark purple
102,2015,Lebanon,103,4.839,5.149599981,1.02564,1.035061506,0.80001,0.99489485,0.83947,0.787252215,0.33916,0.321791197,0.21854,0.219984152,0.04582,0.055388766,1.57059,2,dark purple
103,2015,Hungary,104,4.8,5.329399976,1.12094,1.204074387,1.20215,1.257584618,0.75905,0.736578691,0.32112,0.230536704,0.128,0.089480332,0.02758,0.030187387,1.24074,2,dark purple
104,2015,Honduras,105,4.788,5.240800047,0.59532,0.656436624,0.95348,1.058876996,0.6951,0.662299896,0.40148,0.396621972,0.23027,0.222771775,0.06825,0.072531091,1.84408,2,dark purple
105,2015,Tajikistan,106,4.786,5.097799978,0.39047,0.474106727,0.85563,1.029422655,0.57379,0.590043025,0.47216,0.411761341,0.22974,0.231143529,0.15072,0.122037429,2.11399,1,purple
106,2015,Tunisia,107,4.739,4.728399966,0.88113,0.937327161,0.60429,0.762058292,0.73793,0.69038241,0.26268,0.245178138,0.06431,0.050472671,0.06358,0.07000063,2.12466,1,purple
107,2015,Palestinian Territories,108,4.715,4.736600019,0.59867,0.656831846,0.92558,1.052303432,0.66015,0.613651395,0.24499,0.233628212,0.11251,0.105444635,0.12905,0.09329252,2.04384,1,purple
108,2015,Bangladesh,109,4.694,4.58019996,0.39753,0.523996595,0.43106,0.638336348,0.60164,0.593354207,0.4082,0.478267332,0.21222,0.17895907,0.12569,0.132447572,2.51767,1,purple
109,2015,Iran,110,4.686,4.689199982,1.0088,1.088450621,0.54447,0.65151825,0.69805,0.691140638,0.30033,0.307818522,0.38086,0.341096583,0.05863,0.083418215,1.6944,1,purple
110,2015,Ukraine,111,4.681,4.307200039,0.79907,0.83591839,1.20278,1.282889514,0.6739,0.63681679,0.25123,0.168758955,0.15275,0.200088293,0.02961,0.018385894,1.5714,1,purple
111,2015,Iraq,112,4.677,4.528400043,0.98549,1.043188097,0.81889,0.86811064,0.60237,0.544862094,0,0.216423107,0.17922,0.174149453,0.13788,0.113091151,1.95335,1,purple
112,2015,South Africa,113,4.642,4.675199999,0.92049,0.979869741,1.18468,1.258199726,0.27688,0.289814014,0.33207,0.428229347,0.11973,0.125730476,0.08884,0.071299899,1.71956,1,purple
113,2015,Ghana,114,4.633,4.536399977,0.54558,0.609374965,0.67954,0.762146947,0.40132,0.363353545,0.42342,0.427235259,0.23087,0.231364789,0.04355,0.034097274,2.30919,1,purple
114,2015,Zimbabwe,115,4.61,4.0066,0.271,0.344051307,1.03276,1.007727182,0.33475,0.274402751,0.25861,0.323256841,0.18987,0.169408699,0.08079,0.089997076,2.44191,1,purple
115,2015,Liberia,116,4.571,3.839199998,0.0712,0.089260359,0.78968,0.789065587,0.34201,0.302715639,0.28531,0.332934236,0.24362,0.237959977,0.06232,0.04255765,2.77729,1,purple
116,2015,India,117,4.565,4.297800011,0.64499,0.73071425,0.38174,0.588116519,0.51529,0.498925523,0.39786,0.461539401,0.26475,0.223713698,0.08492,0.088473377,2.27513,1,purple
117,2015,Sudan,118,4.55,4.241749985,0.52107,0.604069173,1.01404,1.071832143,0.36878,0.317322706,0.10081,0.032951464,0.19062,0.171926863,0.1466,0.10470938,2.20857,1,purple
118,2015,Haiti,119,4.518,3.865599985,0.26673,0.322862053,0.74302,0.616215964,0.38847,0.335746226,0.24425,0.089267971,0.46187,0.448330756,0.17175,0.12607643,2.24173,1,purple
119,2015,Congo (Kinshasa),120,4.517,4.346400042,0,0.06234247,1.0012,1.059596691,0.09806,0.207693405,0.22605,0.23980627,0.24834,0.231675167,0.07625,0.060448271,2.86712,1,purple
120,2015,Nepal,121,4.514,4.812399979,0.35997,0.431410038,0.86449,1.038952652,0.56874,0.557920156,0.38282,0.43164919,0.32296,0.337131233,0.05907,0.073825109,1.95637,1,purple
121,2015,Ethiopia,122,4.512,4.423200008,0.19073,0.293358769,0.60406,0.766209841,0.44055,0.412547942,0.4345,0.401274548,0.24325,0.256024148,0.15048,0.146727143,2.44876,1,purple
122,2015,Sierra Leone,123,4.507,4.559200022,0.33024,0.317502186,0.95571,0.844369209,0,0.049512951,0.4084,0.339589538,0.21488,0.24737818,0.08786,0.067783035,2.51009,1,purple
123,2015,Mauritania,124,4.436,4.354999963,0.45407,0.568687458,0.86908,1.078906166,0.35874,0.342295856,0.24232,0.132043609,0.219,0.177546005,0.17461,0.134423401,2.11773,1,purple
124,2015,Kenya,125,4.419,4.449399995,0.36471,0.490571892,0.99876,0.972022145,0.41435,0.41216167,0.42215,0.443134753,0.37542,0.391512062,0.05839,0.059578264,1.78555,1,purple
125,2015,Djibouti,126,4.369,4.369,0.44025,0.44025,0.59207,0.59207,0.36291,0.36291,0.46074,0.46074,0.18093,0.18093,0.28105,0.28105,2.05125,1,purple
126,2015,Armenia,127,4.35,4.393199986,0.76821,0.839133348,0.77711,0.890872744,0.7299,0.697850885,0.19847,0.216028653,0.07855,0.082393618,0.039,0.038766884,1.75873,1,purple
127,2015,Botswana,128,4.332,3.830000006,0.99355,1.053580831,1.10464,1.107410999,0.04776,0.338407102,0.49495,0.490607267,0.10461,0.07904169,0.12474,0.10460264,1.46181,1,purple
128,2015,Myanmar,129,4.307,4.383000015,0.27108,0.47426211,0.70905,0.977419188,0.48246,0.452556514,0.44017,0.497316407,0.79588,0.723533032,0.19034,0.186317241,1.41805,1,purple
129,2015,Georgia,130,4.297,4.338799955,0.7419,0.853886533,0.38562,0.481344987,0.72926,0.682831396,0.40577,0.352158007,0.05547,0.051667763,0.38331,0.266555327,1.59541,1,purple
130,2015,Malawi,131,4.292,3.883000006,0.01604,0.142714408,0.41134,0.434381766,0.22562,0.327069917,0.43054,0.457150931,0.33128,0.271226094,0.06977,0.077424331,2.80791,1,purple
131,2015,Sri Lanka,132,4.271,4.392600011,0.83524,0.937054029,1.01905,1.141171277,0.70806,0.691252166,0.53726,0.532328651,0.40828,0.383984712,0.09179,0.068416793,0.67108,1,purple
132,2015,Cameroon,133,4.252,4.695800034,0.4225,0.519155073,0.88767,0.852021644,0.23402,0.201378423,0.49309,0.43716775,0.20618,0.207855691,0.05786,0.050085326,1.95071,1,purple
133,2015,Bulgaria,134,4.218,4.618600045,1.01216,1.086535818,1.10614,1.298787892,0.76649,0.735953536,0.30587,0.295458344,0.11921,0.101063539,0.00872,0.007784306,0.89991,1,purple
134,2015,Egypt,135,4.194,4.375200027,0.8818,0.924690361,0.747,0.861320278,0.61712,0.571093452,0.17288,0.239292031,0.11291,0.107320289,0.06324,0.091110273,1.59927,1,purple
135,2015,Yemen,136,4.077,3.625799987,0.54649,0.489312689,0.68093,0.865448449,0.40064,0.365440183,0.35571,0.244174744,0.09131,0.096929042,0.07854,0.067045485,1.92313,1,purple
136,2015,Angola,137,4.033,3.872250019,0.75778,0.798379545,0.8604,0.93836799,0.16683,0.133902167,0.10384,0.0274325,0.12344,0.105269123,0.07122,0.071570084,1.94939,1,purple
137,2015,Mali,138,3.995,4.219000011,0.26074,0.360968099,1.03526,1.10361268,0.20583,0.199733135,0.38857,0.332924749,0.18798,0.17479484,0.12352,0.094592049,1.79293,1,purple
